Issue Number;Title;State;Created At;Updated At;URL;comments;body
2274;Buffering issue on Firestick;open;2023-03-02T03:49:12Z;2023-03-08T23:07:59Z;https://github.com/yuliskov/SmartTubeNext/issues/2274;8;Anyone having buffering/lagging issues on Smart-Tube TV for Firestick? Anytime I try to watch a video, it would lag for a few seconds or longer than that. It would lag constantly or randomly at times. Any fixes?
2165;History blank ;closed;2023-01-25T03:29:48Z;2023-01-27T02:09:06Z;https://github.com/yuliskov/SmartTubeNext/issues/2165;8;History not coming up
1946;SponsorBlock Alternate Server;open;2022-10-25T01:43:45Z;2022-10-28T22:42:23Z;https://github.com/yuliskov/SmartTubeNext/issues/1946;8;Sponsorblock often goes down. It would be great if you could add alternate sponsorblock servers to select or even auto-select if one is down.
1822;Sponsorblock not working;open;2022-08-26T18:25:38Z;2023-06-17T07:03:23Z;https://github.com/yuliskov/SmartTubeNext/issues/1822;8;"Hi,

since a couple of days sponsor block is only working sporadically. Most videos appear as if they don't have sponsors, while they have. The sponsor section won't be skipped

Has anyone an idea what's going on?"
1328;Cannot sign in with account ;open;2022-02-26T20:01:47Z;2023-06-27T11:19:25Z;https://github.com/yuliskov/SmartTubeNext/issues/1328;8;"I'm unable to sign into my account on both the stable and beta versions. On my TV, the code shows up fine. When I enter the code on YouTube.com/activate on my phone, I get the following error:

400. That’s an error.

Error: invalid_request

state_wrapper is needed."
1230;Add support for phones that don't have a touch screen. (Low resolution devices.);open;2022-01-18T12:35:00Z;2022-01-27T13:39:32Z;https://github.com/yuliskov/SmartTubeNext/issues/1230;8;"I've been using SmartTube on my folder phone which doesn't have a touch screen. And it works really well with the keypad on the phone.
![Screenshot 1](https://user-images.githubusercontent.com/82555878/149937873-78b8905e-c142-4468-b219-d1862c04f4f3.png)

The problem is that my phone has a low resolution, but the thumbnail and UI font(letters) resolution are too high which makes them look blurry. 
![Screenshot 2](https://user-images.githubusercontent.com/82555878/149937892-78a2e2bb-191c-447a-b65b-24b2b68dadf2.png) ![Screenshot 3](https://user-images.githubusercontent.com/82555878/149937948-025423a3-4a3d-44b6-a394-a9c4cea26374.png)

You might say just use YT Vanced. But the UX is terrible on a phone that has a non-touch screen. And plus the microG crashes on my phone so I can't login to YouTube. 
![Screenshot 4](https://user-images.githubusercontent.com/82555878/149937915-07f55a36-12d8-4722-8825-f6b06d32206a.png)

So I was wondering whether you could add support for non-touch screen phones. The list below are the things I've been thinking about for better UX on folder phones.

1. Automatically match the thumbnail and UI font resolution depending on the screen size. (or at least give us a option in the settings.)

2. Make the font size bigger for smaller displays.
 ㄴ Earlier I said that the UI font resolution was too high, which make the letters look blurry. But also the font size is too small to read. It would be better if the font size would automatically match or at least could be changed in the settings. 




(YT Vanced on LG Folder)
![Screenshot 5](https://user-images.githubusercontent.com/82555878/149937998-7fd023af-95d4-45d7-bf9d-0b1b62f5630a.png) ![Screenshot 6](https://user-images.githubusercontent.com/82555878/149938003-cc02f548-5974-41f8-a84e-2db27fbd7760.png) 




(SmartTube on LG Folder)
![Screenshot 7](https://user-images.githubusercontent.com/82555878/149938002-1e2955d0-174d-4ff4-b675-b4b288bf9178.png)
 
3. Let users change the UI scale up to 2.0x.
 ㄴ The UI scale limit is 1.4x right now. I think it would be better if the UI scale would automatically change or at least could be scaled up to 2.0x. 

 "
1118;STN Randomly Opens;open;2021-12-06T14:41:11Z;2023-02-04T00:03:30Z;https://github.com/yuliskov/SmartTubeNext/issues/1118;8;"STN 13.60, Shield Pro 2019

STN will open semmingly randomly in a middle of a movie on Plex, or a game on NFLGamePass (Not tried with other apps).
No button pressed whatsoever."
871;Smart YoutubeTV  no longer blocks commercials;open;2021-09-07T04:14:29Z;2021-09-07T19:50:44Z;https://github.com/yuliskov/SmartTubeNext/issues/871;8;here are two examples  using Amazon Fire TV  and Google Nexus Player   https://youtu.be/zH9snE2On0g 
739;No sound for first ~5 seconds;open;2021-07-05T20:14:21Z;2022-01-03T12:43:27Z;https://github.com/yuliskov/SmartTubeNext/issues/739;8;SmartTubeNext installed on FireStick. When first starting a video, there is no sound for the first 5 seconds or so. Once sound does start, I can rewind and sound will play from the beginning of the video as normal.  Or, once the video starts, I can pause it for about 5 seconds, and when I resume, the sound will then play. 
733;[Feature Request] Bypass Age Verification ;open;2021-07-01T14:01:54Z;2021-08-30T21:10:05Z;https://github.com/yuliskov/SmartTubeNext/issues/733;8;"Some users use the application without logging into their account, in which case it is not possible to play video with age restriction.
There is a way to bypass this restriction

A simple request with this url does the trick:
`https://youtube.com/get_video_info?html5=1&video_id=WomAGoEh-Ss&eurl=https%3A%2F%2Fyoutube.googleapis.com%2Fv%2FWomAGoEh-Ss&c=TVHTML5&cver=7.20190319`

unfortunately, instead of the standard json, an url query is returned that needs to be decoded and then take responseContext from it"
684;Can't download the video.;closed;2021-06-18T12:47:08Z;2021-07-15T10:28:20Z;https://github.com/yuliskov/SmartTubeNext/issues/684;8;it shows can't download the video. It try to refresh again but again the it shows can't download video.
640;Unknown video decoder error;open;2021-05-31T18:08:54Z;2021-06-21T09:12:33Z;https://github.com/yuliskov/SmartTubeNext/issues/640;8;Getting this error on all videos - forced stop and restarted, but didn't help.
515;No code being generated  to sign in/activate;open;2021-03-16T02:16:40Z;2021-03-18T10:46:51Z;https://github.com/yuliskov/SmartTubeNext/issues/515;8;just reinstalled   cannot sign in as no code is being generated
62;(Bug) Unable to sign in with Google Account;open;2020-10-31T00:17:20Z;2020-11-04T18:01:12Z;https://github.com/yuliskov/SmartTubeNext/issues/62;8;I have been unable to sign into SmartTube Next with my Google Account. I'm using a Nvidia Shield TV Pro 2019.  I go to YouTube.com/Activate, put in the on screen code and click through Google's screens until it says I'm hooked up to that version of YouTube. But on my TV nothing happens. If I click Done it just goes back to the main screen. Unlike other apps that immediately log me in. What am I doing wrong? I'm on the current 5.3 Beta. I'd love to try this app since I use your other Smart YouTube app. But not unless I can link it to my Google account.
2806;Out of memory;open;2023-08-18T19:33:09Z;2023-09-03T07:08:39Z;https://github.com/yuliskov/SmartTubeNext/issues/2806;7;"
![IMG20230818222836](https://github.com/yuliskov/SmartTubeNext/assets/29517243/dc4b736a-e628-4abc-87ca-7f27838303fb)

"
2735;"18.50 breaks my setup - ""Incorrect time"" error";open;2023-07-21T22:25:47Z;2023-08-09T07:54:34Z;https://github.com/yuliskov/SmartTubeNext/issues/2735;7;"18.50 on Amazon FireTV 4k with pihole 
Shows spinning wheel, then error shows up ""...incorrect time"", and starts spinning again, and again, etc.

I reverted back to 18.28 and it works great.
Fix?"
2731;"[Regression] Short videos stopped showing in ""Subscriptions"" section";open;2023-07-20T15:47:44Z;2023-08-06T17:52:48Z;https://github.com/yuliskov/SmartTubeNext/issues/2731;7;"Version STN is 18.52. I have unchecked all options ""hide"" for short videos. Checking and unchecking these options again did not fix the problem."
2586;[Bug] streams not visible in channels. Only in subscribtions;open;2023-06-01T16:12:57Z;2023-06-27T14:56:07Z;https://github.com/yuliskov/SmartTubeNext/issues/2586;7;See title. Anyone knows a fix?
2175;Videos are not loading;open;2023-01-25T23:03:19Z;2023-06-23T06:51:14Z;https://github.com/yuliskov/SmartTubeNext/issues/2175;7;"After an update videos are not loading. I don't even get the loading circle. I see only the player buttons and video is not loading including its information (duration, description e.t.c)

I tried different versions to check when it broke:

Stable 16.58 is working
Stable 16.70 is NOT working

Beta 16.60 is working
Beta 16.69 is NOT working

Is this a known issue?
My device is a generic chinese box (TX3mini)."
2055;History re-enables itself after disabling it by using STNext;closed;2022-12-11T16:40:36Z;2023-02-08T13:24:45Z;https://github.com/yuliskov/SmartTubeNext/issues/2055;7;"Hello there !

First, thank you so much for this app, it's gold! It's so life changing compared to the official app!

Since my last update I encounter this bug, here the steps to reproduced it:

_ In my YT preferences (on the official YT website) I chose to deactivate the YT history, the YT history is deactivated and empty

_ When I watch YT on my PC or Mobile the history remains deactivated and empty

_ However, when I watch a video via SmartTubeNext, my history is automatically reactivated and the videos I’ve watched begin to be saved in it

_ The history is then active everywhere (YT PC and mobile), and I have to manually deactivate it again and clear it

_ It remains deactivated until I re-watch a video via STNext again

I didn't have this problem before, but I hadn't updated for several months so I don't know what version I was on before the bug appeared.

Thanks in advance and thanks again for your app!"
1832;The following content is not available on this app;open;2022-08-31T22:32:15Z;2022-10-09T15:55:00Z;https://github.com/yuliskov/SmartTubeNext/issues/1832;7;"Had this on several videos today:

The following content is not available on this app. Watch this content on the latest version of youtube."
1778;Can't playback above 480p without a lot of buffering ;open;2022-08-13T12:46:23Z;2022-08-27T06:33:09Z;https://github.com/yuliskov/SmartTubeNext/issues/1778;7;"Hello there, I have noticed since one of the last few updates the playback can't handle going above 480p avc 0.87mbps. if I do I get lots of buffering as if the internet isn't able to keep up. However my internet is nearly 90mbps where I am and also I am able to watch 4k content just fine using the normal YouTube app. 

It's on a Sony Bravia Smart TV running Android TV. Any ideas? 

Thanks :)"
1646;False Positive by Blocker + Disable Blocker on Per Video Basis;open;2022-06-28T13:29:29Z;2022-06-29T17:50:03Z;https://github.com/yuliskov/SmartTubeNext/issues/1646;7;"I tested out this app on my TV and the first video I watched was skipping constantly chunks of the video it thought were ads when in reality it was just the regular content. The video in question is: https://www.youtube.com/watch?v=EaRhaLhhakw

Other videos did not cause this issue so my guess is something in that video is causing a false positive. I also looked for a way to disable the block for that video and couldnt find anything so I would like to suggest a new button on the pause menu/overlay which disables the block for the current video only to alleviate the problem.

edit: i've uploaded a picture to show how broken the block sections are on the timeline. [https://cdn.discordapp.com/attachments/312731347720601600/991341701740372130/P_20220628_095145.jpg](https://cdn.discordapp.com/attachments/312731347720601600/991341701740372130/P_20220628_095145.jpg)"
1548;"[Bug] Videos keep playing on ""Stop playback after one video""";open;2022-05-19T18:42:41Z;2022-06-03T22:35:27Z;https://github.com/yuliskov/SmartTubeNext/issues/1548;7;"This is a bug related to the autoplay feature.

When are watching a video with the ""Stop playback after one video"" enabled, if you open the overlay and browse ""Suggestions"", when the video finish playing, it will automatically start playing the next video from Suggestions tab.

Expected behaviour:
When ""Stop playback after one video"" is enabled, and you are browsing the overlay with ""Suggestions"" ""From your recent searches"" and ""Uploads for channel"", the video should pause when it is finished, and not automatically play the next one from suggestions."
1282;Error -  /com.liskovsoft.smarttubetv.beta/cache/ModernClientData;open;2022-01-30T20:49:44Z;2022-02-06T23:10:56Z;https://github.com/yuliskov/SmartTubeNext/issues/1282;7;"I have on 2 Sony TVs the same error, appearing every half an hour on TV screen even the app is not playing to send some file to support team than a path to storage/../com.liskovsoft.smarttubetv.beta/cache/ModernClientData

The version is 13.94

"
1134;Can't play video in China;open;2021-12-16T12:24:48Z;2022-02-07T04:39:49Z;https://github.com/yuliskov/SmartTubeNext/issues/1134;7;I use VPN to watch Smarttubenext. 2 weeks ago, I can't use samrttubenext. but youtube app works well and I also can visit youtube by web browser. Is there anything happened?
751;"Getting ""Can't download the video"" error on random videos or playlists";closed;2021-07-15T00:56:15Z;2021-07-16T07:48:58Z;https://github.com/yuliskov/SmartTubeNext/issues/751;7;"I'm using the beta and was working great but now none of the music videos I'm trying to play works or some random videos. Then some videos work, but never the same one that don't work.
I have uninstalled, and reinstalled but still no luck. Just strange I was able to share from phone then same video won't load.

Thanks!"
708;set clock;open;2021-06-25T23:30:46Z;2021-11-06T04:22:00Z;https://github.com/yuliskov/SmartTubeNext/issues/708;7;how do you change the clock to 24 hours like to read 21.34 insteed of 9.34 pm.
704;Buffering issue's ;open;2021-06-25T14:35:39Z;2022-03-02T21:29:19Z;https://github.com/yuliskov/SmartTubeNext/issues/704;7;Still having random buffering issues and random can't load video message .I have 3 firesticks doing it on all of them . Not nearly as bad as before but still occurring . I can usually stop the app reload it but today one video will buffer no matter what I did . 
691;Random stuttering ;open;2021-06-19T14:59:32Z;2021-09-11T16:34:35Z;https://github.com/yuliskov/SmartTubeNext/issues/691;7;"Hi
I'm running version 11.40 on my Sony KD-65XF9005. Unfortunately, some videos are quite unplayable and others work fine. Initially, the video preset was set to 4k VP9+HDR. I've turned it down to FHD avc, but testing the same video, stuttering still appears, though less frequently.

I can see that the buffer size drops to 0. Even when buffering for a while, the video is played faster than the TV buffers. I've set buffering to high. Any ideas what do do? The TV is connected via ethernet.

Edit: in the ""nerd view"" while playing a video, it says ""hardware accelerated = true""

![16241148696395888765516019906518](https://user-images.githubusercontent.com/8209643/122646540-f9cbb380-d11f-11eb-92a3-6bfd4fdf9991.jpg)
"
474;Subscribed Channel Content;open;2021-02-15T02:45:32Z;2021-03-26T13:28:45Z;https://github.com/yuliskov/SmartTubeNext/issues/474;7;"Hi Team,

I am having difficulty going through the channels subscribed and their new content at the same time. Can you please take a look at the attached screenshot and see if something like that is possible

![IMG_20210215_081443](https://user-images.githubusercontent.com/79069112/107900038-f5bb3980-6f65-11eb-934a-4c3a9654a140.jpg)
"
412;voice search does not work;open;2021-01-31T07:05:52Z;2022-11-22T22:58:17Z;https://github.com/yuliskov/SmartTubeNext/issues/412;7;amazon fire tv stick light, Current software version, SmartTubeNext current software version. The voice search shows no response. Keyboard search works. Is there a keyword or a special start button for the search? [BTW: 5€ for the breakfast coffee is on the way via Paypal].
328;[Feature Request] Autoremove videos from Watch later after watching!;open;2021-01-07T17:21:41Z;2023-08-30T21:21:43Z;https://github.com/yuliskov/SmartTubeNext/issues/328;7;"It would be extremely convenient, especially because it takes forever to remove every video by hand.

And by the way, thank you a lot for your great app!"
218;Need a way to  completely disable VP9;closed;2020-11-27T03:02:21Z;2020-12-03T20:19:40Z;https://github.com/yuliskov/SmartTubeNext/issues/218;7;"My Sony Bravia (2015, FHD) TV plays VP9 at 5 fps or so, which is pretty much unwatchable. Choosing ""FHD, 60fps, AVC"" profile doesn't seem to prevent the player from ever trying VP9, for example, it has switched to 720p VP9 on me on many videos, which were available in 720p AVC (mainly abc7ny news vids), that would have been fine. Having to manually switch it over to AVC on a per-video basis is extremely annoying and gets old really fast."
122;(Bug) Watched videos are not updated properly;closed;2020-11-10T12:08:50Z;2020-12-10T06:37:22Z;https://github.com/yuliskov/SmartTubeNext/issues/122;7;"Videos watched on SmartTube is not marked properly. Even if you watch the video till the end, on youtube site/app it shows the video as just started. Happens all the time. Since youtube thinks this is not completely watched, it will just suggest the video again.

Screenshot:
![image](https://user-images.githubusercontent.com/62756931/98672155-5ccfbd80-237b-11eb-8c03-5892933965bb.png)
"
20;Build does not work;open;2020-10-18T16:50:47Z;2021-06-02T15:07:04Z;https://github.com/yuliskov/SmartTubeNext/issues/20;7;"First, the build instructions fail to mention the Android SDK dependency.  (Sort of a ""duh"", but a pain.)  Once I resolved that, I ran the build instructions and got:

```
FAILURE: Build failed with an exception.

* What went wrong:
Could not determine the dependencies of task ':smarttubetv:buildStbetaDebugPreBundle'.
> Could not resolve all task dependencies for configuration ':smarttubetv:stbetaDebugRuntimeClasspath'.
   > Could not find com.zlc.glide:webpdecoder:2.0.4.9.0.
...
```

I found `SharedModules/constants.gradle:    glideVersion = '4.9.0'` and (https://github.com/zjupure/GlideWebpDecoder#dependency-integration) ""If your project use glide version below 4.10.0, you can only use webpdecoder 1.6 version or below.""  So I patched it to version 1.6, tried again, and:

```
* What went wrong:
Execution failed for task ':smarttubetv:processStbetaDebugGoogleServices'.
> File google-services.json is missing. The Google Services Plugin cannot function without it.
```

So I have to define a Firebase project?  Then I have to do it again because I didn't give the right package name.  Then:

```
> Task :smarttubetv:processStbetaDebugGoogleServices
Parsing json file: C:\cygwin\home\t-bone\SmartTubeNext\smarttubetv\google-services.json

> Task :sharedutils:compileDebugJavaWithJavac FAILED

FAILURE: Build failed with an exception.

* What went wrong:
Execution failed for task ':sharedutils:compileDebugJavaWithJavac'.
> Could not find tools.jar. Please check that C:\Program Files\Java\jre1.8.0_261 contains a valid JDK installation.
```

Sigh.  I've got a JRE but not a JDK installed.  Install that.  Now I've just got:

```
FAILURE: Build failed with an exception.

* What went wrong:
Could not initialize class org.codehaus.groovy.runtime.InvokerHelper
```

Ugh, I installed the wrong JDK (nothing said what was the right one).  Uninstall, try again...  Finally.  It took over an hour but I completed the build.

... but where is the output?  I don't have anything to install and run?

Maybe I need to run `./gradlew build` to get something useful?  But it dies on (untranslated string) lint errors!  So try `./gradlew build -x lint`?

```
...
> Task :common:compileStorigDebugJavaWithJavac FAILED
C:\cygwin\home\t-bone\SmartTubeNext\common\src\main\java\com\liskovsoft\smartyoutubetv2\common\app\models\update\AppUpdateManager.java:5: error: package com.liskovsoft.appupdatechecker2 does not exist
import com.liskovsoft.appupdatechecker2.AppUpdateChecker;
...
\SmartTubeNext\common\src\main\java\com\liskovsoft\smartyoutubetv2\common\app\models\update\AppUpdateManager.java:77: error: method does not override or implement a method from a supertype
    @Override
    ^
...
```

So remove those.  Then

```
> Task :common:compileStorigDebugJavaWithJavac FAILED
C:\cygwin\home\t-bone\SmartTubeNext\common\src\main\java\com\liskovsoft\smartyoutubetv2\common\app\models\update\AppUpdateManager.java:5: error: package com.liskovsoft.appupdatechecker2 does not exist
import com.liskovsoft.appupdatechecker2.AppUpdateChecker;
                                       ^
```

Can you please just publish an APK?"
2522;Subtitles tagged as English (United Kingdom) not recognized;open;2023-05-14T19:48:43Z;2023-05-20T16:25:21Z;https://github.com/yuliskov/SmartTubeNext/issues/2522;6;Subtitles which are tagged as *English (United Kingdom)* are not shown in the subtitle selection menu. For example, this [video](https://youtu.be/GDSf2h9_39I) has multiple subtitle tracks including one tagged as *English (United Kingdom)*, it is possible to select from those various subtitle tracks except the British English one.
2418;Nvidia Shield - Videos not playing since 17.68;open;2023-04-16T20:44:19Z;2023-08-17T18:02:04Z;https://github.com/yuliskov/SmartTubeNext/issues/2418;6;"Hi,

I updated to 17.68 roughly 30 minutes ago and no videos are now playing. Instead they remain in a paused state, on a black screen, with no timestamp information. Only the video fitle, channel name, views, upload time and UTC clock are visible as well as the context menu.

In an attempt to troubleshoot the issue I have restarted the app, force stopped, cleared cache and also restarted the Shield but with no success.

Please let me know if there is any other information required."
2385;Shorts no longer hidden after latest update;open;2023-04-09T04:44:11Z;2023-04-11T20:59:50Z;https://github.com/yuliskov/SmartTubeNext/issues/2385;6;"After installing 17.61 on my Sony Android TV, Shorts are no longer hidden, even though I have ""Hide shorts from Home"" selected. I still see the ""Shorts"" section on the home screen."
2254;Restore more granular playback speed options ;closed;2023-02-23T09:19:53Z;2023-04-03T16:10:07Z;https://github.com/yuliskov/SmartTubeNext/issues/2254;6;"I'm not quite sure when the change happened since there have been a few updates recently (as of 2/23/23) but as of version 17.20, the speed options have been reduced to only 0.25 increments.

I'm here to request that more speed options be put back because the 0.25 jumps are too big. Going from 1.0 to 1.25 is just too much on some videos. For videos that I want to watch ""naturally"" but reduce the time, more granular speeds between 1.0 and 1.5 are needed. Above 1.5, I think the 0.25 increment is ok.

And I found the previous available 0.95 option really useful for watching foreign language videos that I am learning or have some comprehension of, because it made it easier to decode the words without making it sound unnaturally slow. Below that 0.75, 0.5, 0.25 is ok.

Now for those who thought there were too many options, I also was once annoyed that there were so many options, because clicking and scrolling through the menu was a bit troublesome, especially in the previous UI where clicking the Clock icon would pop up the full menu of speeds and if you were at 3.0x and wanted to go back to 1.0x, you would have to scroll all the way back down. However, I'd made the suggestion (not claiming sole credit) to have single click turn on/off to toggle speed-adjusted playback, and click-hold pop up the speed adjustment menu. When that got implemented, that reduced a lot of cases of having to click through the whole menu because you could go back and forth between 1.0 and selected speed with one toggle click.

I later got the Rii K25 remote control for my Shield (because I was sick of changing batteries on the slim remote) and discovered a great feature: the PageUp/PageDown buttons worked on SmartTubeNext to adjust the playback speed up and down without going into any menu and it was great to be able to adjust speed at any time without having to go into the UI and interrupting playback. So this might be another option for people annoyed with the longer menu, find an alternative remote with PgUp/PgDown keys. Not sure what other remotes work for this but the K25 does.

So please put my vote in for restoring the previous longer list of speed options: 0.25, 0.5, 0.75, 0.95, 1.0, 1.05, 1.1, 1.2, 1.3, 1.4, 1.5, 1.75, 2.0, 2.25, 2.5, 2.75, 3.0.

If it needs to be configurable in the Settings, maybe just have a full option list of speeds from 0.25 to 3.0 in 0.05 increments and the user can select the ones they want to appear in the menu."
1943;No chapter support?;open;2022-10-23T09:48:14Z;2023-01-31T05:34:41Z;https://github.com/yuliskov/SmartTubeNext/issues/1943;6;"I just downloaded and installed the app, and I was pretty surprised to find out that there doesn't seem to be chapter support. On the stock YouTube app, you can seek left or right, and if you hit the up button, you'll have the ability to easily navigate through all of sections of the video. This is super useful especially for music playlist videos, where you can use it to skip or go back to certain songs. It's also really useful for skipping intros or sections in certain videos.

Given how feature packed this app seems to be, with settings for every single little thing, I'm a little perplexed as to why this functionality would be omitted. It almost makes me think I must be missing something, and the functionality can be enabled in the settings or something. I dug around a fair bit however, and I was not able to find any setting for it.

Are there plans to add this feature in the future? Not having chapters is almost a deal breaker. "
1918;Please add options for AV1;open;2022-10-12T15:44:31Z;2023-08-09T12:12:13Z;https://github.com/yuliskov/SmartTubeNext/issues/1918;6;On the YouTube website in settings under, playback and performance there is now AV1 Settings. AV1 allows for better stream quality with lower bandwidth requirements so if y'all can add in those options that would be great
1797;Unable to unpin from sidebar;closed;2022-08-19T03:26:19Z;2022-10-12T14:41:34Z;https://github.com/yuliskov/SmartTubeNext/issues/1797;6;There is not longer a button to unpin a pinned channel from the sidebar? I have looked at every single setting and section. How do we remove channels from the home page sidebar?
1785;[Feature Request] 'Don't Recommend Channel' in long press menu.;closed;2022-08-15T08:55:45Z;2023-06-29T11:18:15Z;https://github.com/yuliskov/SmartTubeNext/issues/1785;6;"I love this app, but I've run into an issue that's related to how YouTube handles things from the server side. Its how they differenciate 'Not interested' from 'Don't Recommend Channel' in the algorithm. I'll try to be brief.

YouTube is recommending channels I don't like or want in Smarttubenext. Normally, I handle this by opening the mobile app on my phone, finding a video from the channel, and choosing 'Don't Recommend Channel' from the menu. Recently, the Smarttubenext app on my TV and my other devices are getting different recommendations and I can't do this anymore. 

The result is Smarttubenext's home tab is flooded with recommendations I HAAATE and can't get rid of. And this is also because of server side handling. Choosing 'Not Interested' doesn't flag the algorithm to ignore the channel the video is from, but just that one video. So YouTube's algorithm will systematically feed _Every single video from that channel to me in batches of two to three videos per refresh,_ Presumably until I've blocked every last one individually. To stop a channel from showing up completely, 'Don't Recommend Channel' has to be used. 

Please add 'Don't Recommend Channel' support to the long press menu. YouTube's algorithm is testing my sanity, what little there is. I would be so grateful. "
1683;Search no longer working;open;2022-07-15T05:31:44Z;2022-08-09T12:00:34Z;https://github.com/yuliskov/SmartTubeNext/issues/1683;6;"Search no longer works and not videos auto populate on search as recommendations. On latest stable on a google tv ( whatever the newer one is , android with google tv? Chrome cast with google tv? Something like that.

anyone else have this issue?"
1575;"Screen turns ""solid dark green"" when playing HDR video with option ""Ambilight/Aspect ratio/Screenshots fix"" enabled";open;2022-05-28T14:28:53Z;2022-06-07T01:11:25Z;https://github.com/yuliskov/SmartTubeNext/issues/1575;6;"Good day,
Thank you for your wonderful app!

Because I had problem with [taking screenshoot return solid black picture](https://github.com/yuliskov/SmartTubeNext/issues/1561) , so I did enable option ""**Ambilight/Aspect ratio/Screenshots fix**"" in Settings - Video player - Developer options.
That issue was fixed. However, whenever I play HDR video no matter which resolution, my screen turn solid dark green.
If I disable ""Screenshots fix"" or play video NOT in HDR mode, then it outputs screen normally.

More information:
1. TCL 55P615 model - Android 11
2. ""Ambilight/Aspect ratio/Screenshots fix"" option is enabled.
3. 2160 or 1440 or 1080 or 720 or 480 resolution/60fps/6.96/VP9/HDR
=> Got solid green screen

![Screenshot_20220528-205913](https://user-images.githubusercontent.com/22109528/170829542-f7fb8253-20b6-41d5-acbf-469e8f7b2290.png)
![Screenshot_20220528-204945](https://user-images.githubusercontent.com/22109528/170829546-6728c733-6015-4d4c-9a41-6a2b2dda7ba7.png)

Thank you.

"
1496;[Feature Request] Brightness Control;open;2022-05-06T22:21:34Z;2022-06-04T10:04:00Z;https://github.com/yuliskov/SmartTubeNext/issues/1496;6;"What I found is, that watching YouTube on TV is annoying when it comes to brightness. 
My TV -I assume most TVs- don't have a good and fast way to change brightness like computers or smartphones do.

For a person mostly watching YouTube when it's dark I'd be great to be a able to adjust the brightness with some simple buttons.

Maybe there's a couple of people that would enjoy  it as well :)"
1356;Add touch screen controls now that Youtube vanced is gone.;open;2022-03-14T22:32:06Z;2022-10-22T00:19:04Z;https://github.com/yuliskov/SmartTubeNext/issues/1356;6;Youtube vanced is gone they got a C&D from fucking google. Unfortunately this seems to be one of the only alternatives to replace vanced eventually whenever the api breaks. Bit tragically there's barely any touchscreen support (at least Bluetooth & usb controllers work).
1341;[Bug] Video Format not Supported only when trying to play YouTube Movies (Free with Ads);open;2022-03-01T15:20:07Z;2022-05-17T22:37:10Z;https://github.com/yuliskov/SmartTubeNext/issues/1341;6;"Currently using STN Beta 14.20 on my CCwGTV for the last 6 months. Really enjoying it!

I am having an issue with playing Free with Ads YouTube movies from the YouTube Movies channel. I have not yet found other channels that cause this problem. 

I receive the error message ""Selected Video Format not supported"".

I have attempted:
-disabling Sponsor Block
-changing video presets settings
-changing auto frame rate settings
-enabling some developer options such as force legacy codecs
-rebooting CCwGTV
-clearing STN cache
-clearing STN data

No successful fix found. The Free with Ads movies work with sponsor block enabled via YouTube Vanced app. Obviously, casting results in the same error message.

EDITS: clarity, conciseness, spelling, grammar."
1338;Nvidia Shield - Problem when a video is in queuing (9.0.1);open;2022-03-01T10:49:38Z;2022-07-03T18:40:05Z;https://github.com/yuliskov/SmartTubeNext/issues/1338;6;"I have upgraded my Shield to the version Experience 9.0.1.
Now I have the problem that when a video is finished playing from the queue and the next video starts, it stops after 3 seconds.
Playing the second video in a queue is no longer possible.
I have already tried all the solutions in the development settings in the app, but I can't fix the error.
Hopefully you can help me further, thank you.

translated by deepl."
1158;Add/remove from watch later playlist;closed;2021-12-22T16:14:14Z;2021-12-30T14:59:45Z;https://github.com/yuliskov/SmartTubeNext/issues/1158;6;"Hi,

this feature had been added a while ago. As of STN 13.71 Beta this isn't available anymore. There is no setting that I've found to add this to the context menu.

Although it is still possible to add videos to the watch later playlist by going through the ""add/remove from playlist"" menu. The individual menu entries are what are missing.

~~Something I didn't use that often but is also missing is the feature to ""add/remove from playback queue"". This was in the same context menu.~~ Playback queue option was unchecked in context settings."
1085;4K HDR not playing on Shield TV Pro on LG OLED C17;open;2021-11-26T09:45:56Z;2022-07-09T15:16:13Z;https://github.com/yuliskov/SmartTubeNext/issues/1085;6;I switch from a Sony XE9305 to a LG OLED 65C17 and when i show on my Shield TV Pro 2019 now a 4K HDR Video on my new LG i get a black screen. Normal Videos are playing fine and also 4K but not 4K HDR. With the native Youtube App on the LG 4K HDR is playing fine.
1070;Video freezes for about 3 seconds at the start or every time Sponsor Block is activated ;open;2021-11-21T06:32:57Z;2022-01-14T16:46:18Z;https://github.com/yuliskov/SmartTubeNext/issues/1070;6;"Problem just started about 3 or 4 days ago. Current version is STN Beta 13.51, but whatever I updated from today also had the problem. 

The video will freeze for about 3 seconds, while the audio continues. Happens at the start of every video, or every time Sponsor Block skips any segments. The segment will skip, the picture will freeze while the audio plays correctly, and then the picture jumps to the proper time and continues as normal until the next sponsor block segment. Tried clearing cache and data. "
1020;homescreen channels;open;2021-10-31T12:22:40Z;2021-11-06T19:22:28Z;https://github.com/yuliskov/SmartTubeNext/issues/1020;6;"It would be very helpful to have a music channel for Android TV launcher channels as you can't install youtube music if you want the voice search to work with smarttube. 

Also having the video preview play for the recommendations channel on android TV launcher would be great and possibly video and audio preview play for a music channel if created for the android TV launcher too."
